Nº inventário;Localização;Denominação;Incorporação em
1201002;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201003;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201004;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201005;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201006;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201007;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201008;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201009;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201010;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201011;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1201012;21080029;CARTEIRA INDIVIDUAL P/ DESENHO C/TAMPO RECLINÁVEL;28/02/2018
1202216;21080023;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202256;21080010;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202257;21080005;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202258;21080005;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202259;21080005;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202260;21080016;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202261;21080006;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1202262;21080006;ARMÁRIO BAIXO MALIBU DC 1649;28/02/2018
1206083;21080050;MESA DE REUNIÃO OVAL 2000 MALIBU DC 1707;30/04/2018
1178845;21080006;CADEIRA ESTRUTURA EM C - PRETO / COPERFLEX;02/01/2017
1200590;21080025;CARTEIRA PARA SALA DE AULA L-166 ÁRTICO;28/02/2018
1200591;21080025;CARTEIRA PARA SALA DE AULA L-166 ÁRTICO;28/02/2018
1200592;21080025;CARTEIRA PARA SALA DE AULA L-166 ÁRTICO;28/02/2018
1202217;21080025;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202218;21080026;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202219;21080040;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202220;21080012;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202221;21080027;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1207766;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207767;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207768;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207769;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207770;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207771;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207772;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207773;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207774;21080045;BANCADA P/ ENSAIO ELETROELETRÔNICOS DCE 99;23/07/2018
1207775;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207776;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207777;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207778;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207779;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207780;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207781;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207782;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207783;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207784;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1207785;21080045;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE216A;23/07/2018
1208841;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208842;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208843;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208844;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208845;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208846;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1208847;21080012;ESTANTE FACE SIMPLES MARFIM DCE 254;23/07/2018
1202222;21080028;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202223;21080043;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202224;21080029;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202225;21080029;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202226;21080030;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202227;21080012;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202228;21080031;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202229;21080012;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202230;21080038;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202231;21080041;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202232;21080040;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1210106;21080049;PÚLPITO PARA AUDITÓRIO MALIBU DC 1804;24/09/2018
1210348;21080047;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210349;21080047;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210350;21080057;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210351;21080006;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210352;21080038;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210353;21080016;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210354;21080016;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210355;21080015;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210356;21080047;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1210357;21080012;CADEIRA GIRATÓRIA P/DIRETOR / FLEXFORM;18/09/2018
1202233;21080040;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202234;21080037;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202235;21080042;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1213259;21080017;ARMÁRIO PARA VESTUÁRIO ÁRTICO DC 1709;07/12/2018
1213260;21080017;ARMÁRIO PARA VESTUÁRIO ÁRTICO DC 1709;07/12/2018
1213270;21080015;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213271;21080015;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213272;21080015;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213273;21080016;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213274;21080005;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213275;21080005;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213276;21080010;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213277;21080006;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213278;21080016;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213279;21080018;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213280;21080040;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213281;21080018;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213282;21080003;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213283;21080003;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213284;21080010;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213285;21080062;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1213286;21080016;GAVETEIRO VOLANTE MALIBU DC 1698;07/12/2018
1202236;21080033;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202237;21080033;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202238;21080033;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202239;21080033;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202240;21080039;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1202241;21080039;ARMÁRIO BAIXO ÁRTICO DC 1648;28/02/2018
1214390;21080039;ESTAÇÃO DE TRABALHO P/MONTAGEM DC 1949/VICEL;07/01/2019
1214391;21080039;ESTAÇÃO DE TRABALHO P/MONTAGEM DC 1949/VICEL;07/01/2019
1214392;21080039;ESTAÇÃO DE TRABALHO P/MONTAGEM DC 1949/VICEL;07/01/2019
1214393;21080039;ESTAÇÃO DE TRABALHO P/MONTAGEM DC 1949/VICEL;07/01/2019
1214394;21080039;ESTAÇÃO DE TRABALHO P/MONTAGEM DC 1949/VICEL;07/01/2019
1215014;21080046;PRATELEIRA ESTATOR ROTOR DC 1732;28/02/2019
1215015;21080046;PRATELEIRA ESTATOR ROTOR DC 1732;28/02/2019
1215016;21080046;PRATELEIRA ESTATOR ROTOR DC 1732;28/02/2019
1215017;21080046;PRATELEIRA ESTATOR ROTOR DC 1732;28/02/2019
1215018;21080023;MEIA BANCADA PARA TORNEIO DC 1728;28/02/2019
1215019;21080057;BANCADA DE AÇO C/ RODÍZIO DC 1806;28/02/2019
1218006;21080062;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218007;21080007;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218008;21080010;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218009;21080010;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218010;21080003;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218011;21080003;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218012;21080015;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218013;21080015;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218014;21080015;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218015;21080015;ARMÁRIO BAIXO MALIBU - DC 1649;31/03/2019
1218052;21080010;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218053;21080010;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218054;21080003;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218055;21080038;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218056;21080038;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218057;21080015;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218058;21080015;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218059;21080015;ARMÁRIO PASTA AZ ÁRTICO - DC 1660;31/03/2019
1218069;21080010;ARMÁRIO PASTA SUSPENSA - DC 1659;31/03/2019
1218070;21080009;ARMÁRIO PASTA SUSPENSA - DC 1659;31/03/2019
1218071;21080016;ARMÁRIO PASTA SUSPENSA - DC 1659;31/03/2019
1218072;21080010;ARMÁRIO PASTA SUSPENSA - DC 1659;31/03/2019
1218073;21080009;ARMÁRIO PASTA SUSPENSA - DC 1659;31/03/2019
1218134;21080010;GAVETEIRO VOLANTE MALIBU - DC 1691;31/03/2019
1218135;21080010;GAVETEIRO VOLANTE MALIBU - DC 1691;31/03/2019
1218136;21080010;GAVETEIRO VOLANTE MALIBU - DC 1691;31/03/2019
1218137;21080010;GAVETEIRO VOLANTE MALIBU - DC 1691;31/03/2019
1218140;21080001;MESA COM TAMPO EM GOTA MALIBU - DC 1692;31/03/2019
1218141;21080001;MESA COM TAMPO EM GOTA MALIBU - DC 1692;31/03/2019
1218142;21080001;MESA COM TAMPO EM GOTA MALIBU - DC 1692;31/03/2019
1218165;21080040;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218166;21080040;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218167;21080029;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218168;21080030;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218169;21080040;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218170;21080037;MESA DE INFORMÁTICA 1400 ÁRTICO - DC 1663;31/03/2019
1218180;21080006;MESA EM L COM DIVISÓRIA MALIBU - DC 1693;31/03/2019
1218181;21080016;MESA EM L COM DIVISÓRIA MALIBU - DC 1693;31/03/2019
1218182;21080016;MESA EM L COM DIVISÓRIA MALIBU - DC 1693;31/03/2019
1218183;21080001;MESA EM L COM DIVISÓRIA MALIBU - DC 1693;31/03/2019
1218205;21080010;ARMÁRIO ALTO 800X540X1580 MM;31/03/2019
1220091;21080046;ARMÁRIO PARA FERRAMENTAS DC 1674;30/04/2019
1220092;21080024;ARMÁRIO PARA FERRAMENTAS DC 1674;30/04/2019
1220093;21080010;GAVETEIRO VOLANTE MALIBU DC 1691;30/04/2019
1220094;21080010;GAVETEIRO VOLANTE MALIBU DC 1691;30/04/2019
1220095;21080010;GAVETEIRO VOLANTE MARFIM DC 1800;30/04/2019
1220819;21080016;ARMÁRIO CAIXA-ARQUIVO DC 1658;30/04/2019
1220820;21080023;ARMÁRIO P/ FERRAMENTS TIPO BALCÃO;30/04/2019
1220821;21080023;ARMÁRIO P/ FERRAMENTS TIPO BALCÃO;30/04/2019
1220828;21080033;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220829;21080041;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220830;21080043;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220831;21080043;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220832;21080040;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220833;21080042;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220834;21080042;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220835;21080042;MESA PARA MICROCOMPUTADOR 1200X1200X735MM;30/04/2019
1220838;21080049;MESA PARA AUDITÓRIO MALIBU DC 1702;30/04/2019
1220839;21080049;MESA PARA AUDITÓRIO MALIBU DC 1702;30/04/2019
600670;21080013;FIREWALL DRIVE 3 1/2P 32 USERS CISCO;31/05/1997
601243;21080013;ROTEADOR 18 SAIDAS 32MB CISCO 3600;31/05/1999
644602;21080013;SWITCH 24 PORTAS - SWITCH1100 - 3COM;31/08/1998
649184;21080013;ROTEADOR 30MHZ 8MB 2500 CISCO;31/03/1999
675132;21080013;FIREWALL MONTAGEM EM RACK P/4000 USUARIO;30/11/2004
675349;21080013;SWITCH L2 28 PORTAS;30/09/2005
675350;21080013;SWITCH L2 28 PORTAS;30/09/2005
675351;21080013;SWITCH L2 28 PORTAS;30/09/2005
675352;21080013;SWITCH L2 28 PORTAS;30/09/2005
675353;21080013;SWITCH L2 28 PORTAS;30/09/2005
675354;21080013;SWITCH L2 28 PORTAS;30/09/2005
675355;21080013;SWITCH L2 28 PORTAS;30/09/2005
675356;21080013;SWITCH L2 28 PORTAS;30/09/2005
675357;21080013;SWITCH L2 28 PORTAS;30/09/2005
675361;21080013;SWITCH L2 28 PORTAS;30/09/2005
675363;21080013;SWITCH L2 28 PORTAS;30/09/2005
675364;21080013;SWITCH L2 28 PORTAS;30/09/2005
675365;21080013;SWITCH L2 28 PORTAS;30/09/2005
675366;21080013;SWITCH L2 28 PORTAS;30/09/2005
675714;21080013;IMPRESSORA P/CHEQUES RS232 ELGIN;31/12/2006
675914;21080013;SWITCH -4228G 24P+2P 10/100/1000 +2P;05/04/2007
679154;21080013;TRACADOR GRAFICO;31/03/2002
679819;21080038;PRINT SERVER 3 PORTAS;31/05/2002
696967;21080013;PLOTTER JATO DE TINTA MOD.800PS MARCA HP;28/02/2003
720971;21080013;SWITCH L2 28 PORTAS UPLINK 1000 BASE T;30/06/2004
804997;21080012;LEITORA COD.B.C/SENSORES T.CCD-ELGIN BS300;07/12/2007
834081;21080013;SERVIDOR REDE 2GB -TIPO RACK MX201 ITAUTEC;18/03/2008
867692;21080013;SERVIDOR REDE 2GB - TORRE  MX201 - ITAUTEC;03/11/2008
876938;21080002;ACCESS POINT CORPORATIVO 3COM RWE8760753;29/12/2008
876939;21080002;ACCESS POINT CORPORATIVO 3COM RWE8760753;29/12/2008
876940;21080002;ACCESS POINT CORPORATIVO 3COM RWE8760753;29/12/2008
905351;21080013;NOBREAK SENOIDAL TORRE COM ETHERNET;07/08/2009
907521;21080013;SERVIDOR ESCOLA MX203 ITAUTEC;06/10/2009
907862;21080013;PROJETOR MULT.SALA/LAB.C/SUPORTE/OPTOMA;09/09/2009
907864;21080013;PROJETOR MULT.SALA/LAB.C/SUPORTE/OPTOMA;09/09/2009
907865;21080013;PROJETOR MULT.SALA/LAB.C/SUPORTE/OPTOMA;09/09/2009
912999;21080037;PROJETOR MULTIMIDIA P/AUDITÓRIO/OPTOMA;13/11/2009
914844;21080013;NOBREAK SENOIDAL TORRE C/ETHERNET/SMS;02/12/2009
915319;21080013;PRINT SERVER 2 PORTAS USB/TRENDNET;08/12/2009
915320;21080013;PRINT SERVER 2 PORTAS USB/TRENDNET;08/12/2009
917527;21080057;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
917529;21080049;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
917625;21080017;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
917626;21080047;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
917627;21080057;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
917628;21080019;ACCESS POINT CORP 3COM 3CRWE776075;22/12/2009
920192;21080002;SWITCH 24 PT 3COM 3CR17561-91 4500;06/01/2010
920257;21080047;SWITCH 24 PT 3COM 3CR17561-91 4500;07/01/2010
920261;21080013;SWITCH 24 PT 3COM 3CR17561-91 4500;07/01/2010
925218;21080013;PROJETOR MULT.P/SALA/LAB.C/SUP./OPTOMA;20/01/2010
925219;21080013;PROJETOR MULT.P/SALA/LAB.C/SUP./OPTOMA;20/01/2010
925220;21080013;PROJETOR MULT.P/SALA/LAB.C/SUP./OPTOMA;20/01/2010
927017;21080011;MICROCOMPUTADOR  DELL PRECISION T3500;21/01/2010
955068;21080037;NOTEBOOK INFOWAY NOTE W7410-ITAUTEC;26/08/2010
955527;21080013;PROJETOR MULTIMÍDIA SALA/LAB.C/SUP./NEC;27/08/2010
955528;21080013;PROJETOR MULTIMÍDIA SALA/LAB.C/SUP./NEC;27/08/2010
955529;21080013;PROJETOR MULTIMÍDIA SALA/LAB.C/SUP./NEC;27/08/2010
955530;21080003;PROJETOR MULTIMÍDIA SALA/LAB.C/SUP./NEC;27/08/2010
956142;21080037;NOTEBOOK T410 I5 520M 2GB 14/LENOVO;08/09/2010
956143;21080037;NOTEBOOK T410 I5 520M 2GB 14/LENOVO;08/09/2010
956145;21080037;NOTEBOOK T410 I5 520M 2GB 14/LENOVO;08/09/2010
966022;21080013;NOBREAK SENOIDAL 3KVA / PHD;03/12/2010
967917;21080013;TELA PROJEÇÃO ELÉTR.100P C/CONTR.REMOTO;20/12/2010
967918;21080049;TELA PROJEÇÃO ELÉTR.100P C/CONTR.REMOTO;20/12/2010
969692;21080054;NOTEBOOK TP T410 I5 520M 2GB 14/LENOVO;03/01/2011
969693;21080054;NOTEBOOK TP T410 I5 520M 2GB 14/LENOVO;03/01/2011
969695;21080024;NOTEBOOK TP T410 I5 520M 2GB 14/LENOVO;03/01/2011
984657;21080047;MONITOR LCD TOUCH SCREEN 42P/ELO-TYCO;01/03/2011
996246;21080013;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996249;21080011;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996251;21080013;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996258;21080013;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996260;21080057;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996261;21080013;MICROCOMPUTADOR POST AT(I3PF)/POSITIVO;04/05/2011
996292;21080041;MICROCOMPUTADOR POST-AT (I3PF)/POSITIVO;04/05/2011
996457;21080010;IMPRESSORA LASER MONO MED.PORTE/LEXMARK;06/05/2011
1001615;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001618;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001626;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001627;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001632;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001640;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001668;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001678;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001679;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001698;21080012;MICROCOMPUTADOR HP 6000PRO;08/06/2011
1001708;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001711;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001712;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001728;21080013;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001737;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001740;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001758;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001765;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1001768;21080012;MONITOR COLOR LCD 22 LA2205WG/ HP;08/06/2011
1002675;21080047;REGISTRADOR ELETRÔNICO DE PONTO/MADIS;21/06/2011
1003505;21080017;REGISTRADOR ELETRÔNICO DE PONTO/MADIS;01/07/2011
1007623;21080037;MICROCOMPUTADOR INTEGRADO 19P/LENOVO;22/09/2011
1007738;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007739;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007740;21080012;MONITOR LCD 23P / ASUS;14/09/2011
1007741;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007742;21080047;MONITOR LCD 23P / ASUS;14/09/2011
1007744;21080039;MONITOR LCD 23P / ASUS;14/09/2011
1007745;21080029;MONITOR LCD 23P / ASUS;14/09/2011
1007746;21080006;MONITOR LCD 23P / ASUS;14/09/2011
1007749;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007750;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007751;21080031;MONITOR LCD 23P / ASUS;14/09/2011
1007752;21080013;MONITOR LCD 23P / ASUS;14/09/2011
1007753;21080039;MONITOR LCD 23P / ASUS;14/09/2011
1007755;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007758;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007759;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007760;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007761;21080030;MONITOR LCD 23P / ASUS;14/09/2011
1007762;21080010;MONITOR LCD 23P / ASUS;14/09/2011
1007763;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007764;21080012;MONITOR LCD 23P / ASUS;14/09/2011
1007765;21080013;MONITOR LCD 23P / ASUS;14/09/2011
1007767;21080040;MONITOR LCD 23P / ASUS;14/09/2011
1007768;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007769;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007770;21080039;MONITOR LCD 23P / ASUS;14/09/2011
1007771;21080010;MONITOR LCD 23P / ASUS;14/09/2011
1007772;21080016;MONITOR LCD 23P / ASUS;14/09/2011
1007773;21080039;MONITOR LCD 23P / ASUS;14/09/2011
1007774;21080012;MONITOR LCD 23P / ASUS;14/09/2011
1007776;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007780;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007783;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007784;21080031;MONITOR LCD 23P / ASUS;14/09/2011
1007787;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007789;21080013;MONITOR LCD 23P / ASUS;14/09/2011
1007790;21080033;MONITOR LCD 23P / ASUS;14/09/2011
1007797;21080028;MONITOR LCD 23P / ASUS;14/09/2011
1007798;21080027;MONITOR LCD 23P / ASUS;14/09/2011
1007799;21080006;MONITOR LCD 23P / ASUS;14/09/2011
1007800;21080012;MONITOR LCD 23P / ASUS;14/09/2011
1007801;21080043;MONITOR LCD 23P / ASUS;14/09/2011
1007802;21080016;MONITOR LCD 23P / ASUS;14/09/2011
1007803;21080054;MONITOR LCD 23P / ASUS;14/09/2011
1007807;21080015;MONITOR LCD 23P / ASUS;14/09/2011
1007897;21080013;TELA ELÉTRICA TENSIONADA DE 84P / GAIA;07/10/2011
1023866;21080013;SWITCH L3 CORE UNIDADES/HP  A5500;16/02/2012
1029737;21080013;MICROCOMPUTADOR INTEGRADO 27P/APPLE;09/03/2012
1030314;21080013;SERVIDOR EDUCACIONAL VERSÃO 2011/ITAUTEC;10/04/2012
1030316;21080011;SERVIDOR EDUCACIONAL VERSÃO 2011/ITAUTEC;10/04/2012
1030326;21080037;MONITOR COLOR LCD-LED 18,5P/ITAUTEC;22/03/2012
1031875;21080037;MICROCOMPUTADOR INTEGRADO 27 POL/APPLE;30/03/2012
1032028;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032029;21080043;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032030;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032031;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032032;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032088;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032089;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032090;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032091;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032092;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032093;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
1032094;21080013;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;30/03/2012
